t	P_2
11.600000	-6.486583
11.700000	-6.486583
11.800000	-6.486583
11.900000	-6.486583
12.000000	-6.486583
12.100000	-6.486583
12.200000	-6.486583
12.300000	-6.486583
12.400000	-6.486583
12.500000	-6.486583
12.600000	-6.486583
12.700000	-6.486583
12.800000	-6.486583
12.900000	-6.486583
13.000000	-6.486583
13.100000	-6.486583
13.200000	-6.486583
13.300000	-6.486583
13.400000	-6.486583
13.500000	-6.486583
13.600000	-6.486583
13.700000	-6.486583
13.800000	-6.486583
13.900000	-6.486583
14.000000	-6.486583
14.100000	-6.486583
14.200000	-6.486583
14.300000	-6.486583
14.400000	-6.486583
14.500000	-6.486583
14.600000	-6.486583
14.700000	-6.486583
14.800000	-6.486583
14.900000	-6.486583
15.000000	-6.486583
15.100000	-6.486583
15.200000	-6.486583
15.300000	-6.486583
15.400000	-6.486583
15.500000	-6.486583
15.600000	-6.486583
15.700000	-6.486583
15.800000	-6.486583
15.900000	-6.486583
16.000000	-6.486583
16.100000	-6.486583
16.200000	-6.486583
16.300000	-6.486583
16.400000	-6.486583
16.500000	-6.486583
16.600000	-6.486583
16.700000	-6.486583
16.800000	-6.486583
16.900000	-6.486583
17.000000	-6.486583
17.100000	-6.486583
17.200000	-6.486583
17.300000	-6.486583
17.400000	-6.486583
17.500000	1.282628
17.600000	3.198481
17.700000	2.045434
17.800000	-4.863905
17.900000	3.286665
18.000000	3.564431
18.100000	6.512646
18.200000	0.707577
18.300000	-3.017499
18.400000	6.191391
18.500000	6.058780
18.600000	7.522105
18.700000	-0.639377
18.800000	3.636321
18.900000	-1.871704
19.000000	4.842185
19.100000	1.569684
19.200000	-0.743170
19.300000	-2.159090
19.400000	8.291662
19.500000	8.379420
19.600000	-1.982605
19.700000	-0.747330
19.800000	0.913968
19.900000	2.904765
20.000000	5.141308
20.100000	7.525801
20.200000	-1.128552
20.300000	1.255987
20.400000	3.484643
20.500000	5.482059
20.600000	7.124128
20.700000	8.334287
20.800000	-2.082096
20.900000	-2.024545
21.000000	8.361107
21.100000	6.837793
21.200000	4.408244
21.300000	0.938452
21.400000	7.463884
21.500000	1.702050
21.600000	5.725485
21.700000	-2.716022
21.800000	-1.562515
21.900000	-1.943719
22.000000	7.098544
22.100000	3.366798
22.200000	-2.149586
22.300000	1.483012
22.400000	3.196021
22.500000	2.870587
22.600000	0.471701
22.700000	-4.037298
22.800000	0.266824
22.900000	2.272450
23.000000	1.982283
23.100000	-0.684200
23.200000	-5.809174
23.300000	-2.317956
23.400000	-1.338340
23.500000	-2.982907
23.600000	3.852019
23.700000	-2.981742
23.800000	-1.451546
23.900000	-2.625121
24.000000	-6.557174
24.100000	-2.083920
24.200000	-0.384359
24.300000	-1.552752
24.400000	-5.494627
24.500000	-1.150459
24.600000	0.326677
24.700000	-1.011291
24.800000	-5.192531
24.900000	-1.181668
25.000000	-10.852590
25.100000	-10.852590
25.200000	-10.852590
25.300000	-10.852590
25.400000	-10.852590
25.500000	-10.852590
25.600000	-10.852590
25.700000	-10.852590
25.800000	-10.852590
25.900000	-10.852590
26.000000	-10.852590
26.100000	-10.852590
26.200000	-10.852590
26.300000	-10.852590
26.400000	-10.852590
26.500000	-10.852590
26.600000	-10.852590
26.700000	-10.852590
26.800000	-10.852590
26.900000	-10.852590
27.000000	-10.852590
27.100000	-10.852590
27.200000	-10.852590
27.300000	-10.852590
27.400000	-10.852590
27.500000	-10.852590
27.600000	-10.852590
27.700000	-10.852590
27.800000	-10.852590
27.900000	-10.852590
28.000000	-10.852590
28.100000	-10.852590
28.200000	-10.852590
28.300000	-10.852590
28.400000	-10.852590
28.500000	-10.852590
28.600000	-10.852590
28.700000	-10.852590
28.800000	-10.852590
28.900000	-10.852590
29.000000	-10.852590
29.100000	-10.852590
29.200000	-10.852590
29.300000	-10.852590
29.400000	-10.852590
29.500000	-10.852590
29.600000	-10.852590
29.700000	-10.852590
29.800000	-10.852590
29.900000	-10.852590
30.000000	-10.852590
30.100000	-10.852590
30.200000	-10.852590
30.300000	-10.852590
30.400000	-10.852590
30.500000	-10.852590
30.600000	-10.852590
30.700000	-10.852590
30.800000	-10.852590
30.900000	-10.852590
31.000000	-10.852590
31.100000	-10.852590
31.200000	-10.852590
31.300000	-10.852590
31.400000	-10.852590
31.500000	-10.852590
31.600000	-10.852590
31.700000	-10.852590
31.800000	-10.852590
31.900000	-10.852590
32.000000	-10.852590
32.100000	-10.852590
32.200000	-10.852590
32.300000	-10.852590
32.400000	-10.852590
32.500000	-10.852590
32.600000	-10.852590
32.700000	-10.852590
32.800000	-10.852590
32.900000	-10.852590
33.000000	-10.852590
33.100000	-10.852590
33.200000	-10.852590
33.300000	-10.852590
33.400000	-10.852590
33.500000	-10.852590
33.600000	-10.852590
33.700000	-10.852590
33.800000	-10.852590
33.900000	-10.852590
34.000000	-10.852590
34.100000	-4.078577
34.200000	0.083590
34.300000	5.121463
34.400000	-5.128980
34.500000	0.462852
34.600000	-1.317072
34.700000	-0.105706
34.800000	3.652423
34.900000	-1.430912
35.000000	6.551432
35.100000	5.277950
35.200000	5.695849
35.300000	7.660683
35.400000	-0.045951
35.500000	4.672319
35.600000	-0.441838
35.700000	6.645896
35.800000	3.706596
35.900000	1.697779
36.000000	0.553358
36.100000	0.180440
36.200000	0.480295
36.300000	1.390793
36.400000	2.774167
36.500000	4.554599
36.600000	6.643581
36.700000	8.938712
36.800000	0.255226
36.900000	2.686893
37.000000	5.042325
37.100000	7.185096
37.200000	-1.995230
37.300000	-0.487677
37.400000	0.557613
37.500000	1.015129
37.600000	0.832383
37.700000	-0.104849
37.800000	-1.920993
37.900000	6.388144
38.000000	2.541378
38.100000	-2.386035
38.200000	2.508576
38.300000	6.087926
38.400000	-2.823001
38.500000	-2.185480
38.600000	-3.118400
38.700000	5.351328
38.800000	1.033127
38.900000	5.976618
39.000000	-2.103745
39.100000	-1.049814
39.200000	-2.042718
39.300000	5.931284
39.400000	0.674545
39.500000	4.213849
39.600000	5.460183
39.700000	4.339715
39.800000	0.889934
39.900000	-5.079078
40.000000	-2.405121
40.100000	-2.282623
40.200000	-4.780969
40.300000	1.195689
40.400000	-6.542209
40.500000	-5.874220
40.600000	-7.950514
40.700000	-1.697073
40.800000	1.832108
40.900000	-8.522145
41.000000	0.516145
41.100000	-4.386439
41.200000	-1.056890
41.300000	-0.549244
41.400000	-2.814905
41.500000	-8.343129
41.600000	-5.135556
41.700000	-4.193054
41.800000	-4.193054
41.900000	-4.193054
42.000000	-4.193054
42.100000	-4.193054
42.200000	-4.193054
42.300000	-4.193054
42.400000	-4.193054
42.500000	-4.193054
42.600000	-4.193054
42.700000	-4.193054
42.800000	-4.193054
42.900000	-4.193054
43.000000	-4.193054
43.100000	-4.193054
43.200000	-4.193054
43.300000	-4.193054
43.400000	-4.193054
43.500000	-4.193054
43.600000	-4.193054
43.700000	-4.193054
43.800000	-4.193054
43.900000	-4.193054
44.000000	-4.193054
44.100000	-4.193054
44.200000	-4.193054
44.300000	-4.193054
44.400000	-4.193054
44.500000	-4.193054
44.600000	-4.193054
44.700000	-4.193054
44.800000	-4.193054
44.900000	-4.193054
45.000000	-4.193054
45.100000	-4.193054
45.200000	-4.193054
45.300000	-4.193054
45.400000	-4.193054
45.500000	-4.193054
45.600000	-4.193054
45.700000	-4.193054
45.800000	-4.193054
45.900000	-4.193054
46.000000	-4.193054
46.100000	-4.193054
46.200000	-4.193054
46.300000	-4.193054
46.400000	-4.193054
46.500000	-4.193054
46.600000	-4.193054
46.700000	-4.193054
46.800000	-4.193054
46.900000	-4.193054
47.000000	-4.193054
47.100000	-4.193054
47.200000	-4.193054
47.300000	-4.193054
47.400000	-4.193054
47.500000	-4.193054
47.600000	-4.193054
47.700000	-4.193054
47.800000	-4.193054
47.900000	-4.193054
48.000000	-4.193054
48.100000	-4.193054
48.200000	-4.193054
48.300000	-4.193054
48.400000	-4.193054
48.500000	-4.193054
48.600000	-4.193054
48.700000	-4.193054
48.800000	-4.193054
48.900000	-4.193054
49.000000	-4.193054
49.100000	-4.193054
49.200000	-4.193054
49.300000	-4.193054
49.400000	-4.193054
49.500000	-4.193054
49.600000	-4.193054
49.700000	-4.193054
49.800000	-4.193054
49.900000	-4.193054
50.000000	-4.193054
50.100000	-4.193054
50.200000	-4.193054
50.300000	-4.193054
50.400000	-4.193054
50.500000	-4.193054
50.600000	-4.193054
50.700000	-4.193054
50.800000	2.092920
50.900000	0.124292
51.000000	-3.305416
51.100000	-0.738144
51.200000	6.183421
51.300000	5.459976
51.400000	-3.516128
51.500000	1.009005
51.600000	-3.377994
51.700000	5.220206
51.800000	4.525328
51.900000	5.472015
52.000000	7.920604
52.100000	0.231377
52.200000	40.334508
52.300000	55.677551
52.400000	53.553449
52.500000	42.278256
52.600000	31.801797
52.700000	22.164234
52.800000	13.278619
52.900000	5.043447
53.000000	-2.613093
53.100000	-9.810419
53.200000	-16.646473
53.300000	-23.197016
53.400000	-29.568143
53.500000	-35.874685
53.600000	-42.170923
53.700000	-48.575225
53.800000	-55.213105
53.900000	-62.146669
54.000000	-69.469671
54.100000	-71.100150
54.200000	-38.247421
54.300000	2.663187
54.400000	0.464518
54.500000	-1.659054
54.600000	6.304163
54.700000	2.095121
54.800000	7.837928
54.900000	1.209047
55.000000	4.324193
55.100000	5.998756
55.200000	6.137016
55.300000	4.666602
55.400000	1.490928
55.500000	-3.423040
55.600000	0.858206
55.700000	3.220401
55.800000	3.584171
55.900000	1.896610
56.000000	-1.893172
56.100000	3.182315
56.200000	-5.123762
56.300000	-4.626463
56.400000	4.522550
56.500000	0.251193
56.600000	4.546042
56.700000	-4.699052
56.800000	-5.460105
56.900000	2.224750
57.000000	-3.719884
57.100000	-1.311508
57.200000	-1.550543
57.300000	-4.543201
57.400000	0.856446
57.500000	-7.621475
57.600000	-7.802732
57.700000	0.259154
57.800000	-5.523369
57.900000	-3.162310
58.000000	-3.582174
58.100000	-6.788225
58.200000	-1.569427
58.300000	-10.623996
58.400000	-10.623996
58.500000	-10.623996
58.600000	-10.623996
58.700000	-10.623996
58.800000	-10.623996
58.900000	-10.623996
59.000000	-10.623996
59.100000	-10.623996
59.200000	-10.623996
59.300000	-10.623996
59.400000	-10.623996
59.500000	-10.623996
59.600000	-10.623996
59.700000	-10.623996
59.800000	-10.623996
59.900000	-10.623996
60.000000	-10.623996
60.100000	-10.623996
60.200000	-10.623996
60.300000	-10.623996
60.400000	-10.623996
60.500000	-10.623996
60.600000	-10.623996
60.700000	-10.623996
60.800000	-10.623996
60.900000	-10.623996
61.000000	-10.623996
61.100000	-10.623996
61.200000	-10.623996
61.300000	-10.623996
61.400000	-10.623996
61.500000	-10.623996
61.600000	-10.623996
61.700000	-10.623996
61.800000	-10.623996
61.900000	-10.623996
62.000000	-10.623996
62.100000	-10.623996
62.200000	-10.623996
62.300000	-10.623996
62.400000	-10.623996
62.500000	-10.623996
62.600000	-10.623996
62.700000	-10.623996
62.800000	-10.623996
62.900000	-10.623996
63.000000	-10.623996
63.100000	-10.623996
63.200000	-10.623996
63.300000	-10.623996
63.400000	-10.623996
63.500000	-10.623996
63.600000	-10.623996
63.700000	-10.623996
63.800000	-10.623996
63.900000	-10.623996
64.000000	-10.623996
64.100000	-10.623996
64.200000	-10.623996
64.300000	-10.623996
64.400000	-10.623996
64.500000	-10.623996
64.600000	-10.623996
64.700000	-10.623996
64.800000	-10.623996
64.900000	-10.623996
65.000000	-10.623996
65.100000	-10.623996
65.200000	-10.623996
65.300000	-10.623996
65.400000	-10.623996
65.500000	-10.623996
65.600000	-10.623996
65.700000	-10.623996
65.800000	-10.623996
65.900000	-10.623996
66.000000	-10.623996
66.100000	-10.623996
66.200000	-10.623996
66.300000	-10.623996
66.400000	-10.623996
66.500000	-10.623996
66.600000	-10.623996
66.700000	-10.623996
66.800000	-10.623996
66.900000	-10.623996
67.000000	-10.623996
67.100000	-10.623996
67.200000	-10.623996
67.300000	-10.623996
67.400000	-10.623996
67.500000	-2.853622
67.600000	-0.941175
67.700000	-2.095131
67.800000	2.063146
67.900000	-0.856630
68.000000	-0.579690
68.100000	2.367187
68.200000	-3.430928
68.300000	3.912438
68.400000	2.046331
68.500000	1.913382
68.600000	3.377618
68.700000	6.295692
68.800000	-0.506983
68.900000	5.059152
69.000000	0.696516
69.100000	8.504919
69.200000	6.189263
69.300000	4.770875
69.400000	4.145319
69.500000	4.232851
69.600000	4.948348
69.700000	6.185473
69.800000	7.847976
69.900000	-1.238933
70.000000	0.994026
70.100000	3.378395
70.200000	5.803032
70.300000	8.189418
70.400000	-0.660713
70.500000	1.335290
70.600000	2.976972
70.700000	4.186785
70.800000	4.847697
70.900000	4.905039
71.000000	4.215208
71.100000	2.691204
71.200000	0.262455
71.300000	7.873176
71.400000	3.317227
71.500000	-2.438300
71.600000	1.579911
71.700000	4.214227
71.800000	5.369433
71.900000	4.987399
72.000000	2.952795
72.100000	-0.776735
72.200000	4.782414
72.300000	-2.657236
72.400000	-0.946765
72.500000	-1.272288
72.600000	-3.667207
72.700000	2.891939
72.800000	-3.870665
72.900000	-1.870465
73.000000	-2.160854
73.100000	-4.824388
73.200000	1.114998
73.300000	4.612589
73.400000	-5.478342
73.500000	3.946763
73.600000	-0.293236
73.700000	-7.121287
73.800000	-5.591543
73.900000	-6.765215
74.000000	0.367134
74.100000	-6.225024
74.200000	-4.523511
74.300000	-5.691673
74.400000	1.426776
74.500000	-5.287419
74.600000	-3.810815
74.700000	-5.148233
74.800000	-9.325016
74.900000	-5.249355
75.000000	-3.964435
75.100000	-3.964435
75.200000	-3.964435
75.300000	-3.964435
75.400000	-3.964435
75.500000	-3.964435
75.600000	-3.964435
75.700000	-3.964435
75.800000	-3.964435
75.900000	-3.964435
76.000000	-3.964435
76.100000	-3.964435
76.200000	-3.964435
76.300000	-3.964435
76.400000	-3.964435
76.500000	-3.964435
76.600000	-3.964435
76.700000	-3.964435
76.800000	-3.964435
76.900000	-3.964435
77.000000	-3.964435
77.100000	-3.964435
77.200000	-3.964435
77.300000	-3.964435
77.400000	-3.964435
77.500000	-3.964435
77.600000	-3.964435
77.700000	-3.964435
77.800000	-3.964435
77.900000	-3.964435
78.000000	-3.964435
78.100000	-3.964435
78.200000	-3.964435
78.300000	-3.964435
78.400000	-3.964435
78.500000	-3.964435
78.600000	-3.964435
78.700000	-3.964435
78.800000	-3.964435
78.900000	-3.964435
79.000000	-3.964435
79.100000	-3.964435
79.200000	-3.964435
79.300000	-3.964435
79.400000	-3.964435
79.500000	-3.964435
79.600000	-3.964435
79.700000	-3.964435
79.800000	-3.964435
79.900000	-3.964435
80.000000	-3.964435
80.100000	-3.964435
80.200000	-3.964435
80.300000	-3.964435
80.400000	-3.964435
80.500000	-3.964435
80.600000	-3.964435
80.700000	-3.964435
80.800000	-3.964435
80.900000	-3.964435
81.000000	-3.964435
81.100000	-3.964435
81.200000	-3.964435
81.300000	-3.964435
81.400000	-3.964435
81.500000	-3.964435
81.600000	-3.964435
81.700000	-3.964435
81.800000	-3.964435
81.900000	-3.964435
82.000000	-3.964435
82.100000	-3.964435
82.200000	-3.964435
82.300000	-3.964435
82.400000	-3.964435
82.500000	-3.964435
82.600000	-3.964435
82.700000	-3.964435
82.800000	-3.964435
82.900000	-3.964435
83.000000	-3.964435
83.100000	-3.964435
83.200000	-3.964435
83.300000	-3.964435
83.400000	-3.964435
83.500000	-3.964435
83.600000	-3.964435
83.700000	-3.964435
83.800000	-3.964435
83.900000	-3.964435
84.000000	-3.964435
84.100000	-8.264840
84.200000	-4.095352
84.300000	0.937539
84.400000	1.764670
84.500000	-3.710289
84.600000	5.580904
84.700000	6.794216
84.800000	-0.526634
84.900000	5.467660
85.000000	2.372140
85.100000	1.098264
85.200000	1.517085
85.300000	3.481370
85.400000	6.855411
85.500000	0.494744
85.600000	6.461447
85.700000	2.467894
85.800000	-0.470956
85.900000	8.599075
86.000000	7.454565
86.100000	7.081563
86.200000	7.381344
86.300000	8.291781
86.400000	-1.402361
86.500000	0.375451
86.600000	2.464082
86.700000	4.758797
86.800000	7.157406
86.900000	-1.488557
87.000000	0.863902
87.100000	3.004895
87.200000	4.900857
87.300000	6.411107
87.400000	7.458496
87.500000	7.915890
87.600000	7.733015
87.700000	6.795459
87.800000	4.975823
87.900000	2.208042
88.000000	-1.634791
88.100000	4.510093
88.200000	-1.669396
88.300000	1.906968
88.400000	4.072116
88.500000	4.711840
88.600000	3.776608
88.700000	1.171488
88.800000	-3.140514
88.900000	1.796963
89.000000	4.793835
89.100000	5.849184
89.200000	4.854406
89.300000	1.752839
89.400000	-3.497382
89.500000	0.033793
89.600000	1.284450
89.700000	0.165730
89.800000	-3.281746
89.900000	1.815822
90.000000	4.495112
90.100000	-6.453095
90.200000	2.114951
90.300000	-2.976532
90.400000	0.350903
90.500000	1.019928
90.600000	-1.058089
90.700000	-5.869325
90.800000	-2.340204
90.900000	-1.629265
91.000000	-3.653350
91.100000	-8.559997
91.200000	-5.224815
91.300000	-4.717221
91.400000	-6.983288
91.500000	-1.465485
91.600000	-9.264123
91.700000	-8.404421
91.800000	-8.404421
91.900000	-8.404421
92.000000	-8.404421
92.100000	-8.404421
92.200000	-8.404421
92.300000	-8.404421
92.400000	-8.404421
92.500000	-8.404421
92.600000	-8.404421
92.700000	-8.404421
92.800000	-8.404421
92.900000	-8.404421
93.000000	-8.404421
93.100000	-8.404421
93.200000	-8.404421
93.300000	-8.404421
93.400000	-8.404421
93.500000	-8.404421
93.600000	-8.404421
93.700000	-8.404421
93.800000	-8.404421
93.900000	-8.404421
94.000000	-8.404421
94.100000	-8.404421
94.200000	-8.404421
94.300000	-8.404421
94.400000	-8.404421
94.500000	-8.404421
94.600000	-8.404421
94.700000	-8.404421
94.800000	-8.404421
94.900000	-8.404421
95.000000	-8.404421
95.100000	-8.404421
95.200000	-8.404421
95.300000	-8.404421
95.400000	-8.404421
95.500000	-8.404421
95.600000	-8.404421
95.700000	-8.404421
95.800000	-8.404421
95.900000	-8.404421
96.000000	-8.404421
96.100000	-8.404421
96.200000	-8.404421
96.300000	-8.404421
96.400000	-8.404421
96.500000	-8.404421
96.600000	-8.404421
96.700000	-8.404421
96.800000	-8.404421
96.900000	-8.404421
97.000000	-8.404421
97.100000	-8.404421
97.200000	-8.404421
97.300000	-8.404421
97.400000	-8.404421
97.500000	-8.404421
97.600000	-8.404421
97.700000	-8.404421
97.800000	-8.404421
97.900000	-8.404421
98.000000	-8.404421
98.100000	-8.404421
98.200000	-8.404421
98.300000	-8.404421
98.400000	-8.404421
98.500000	-8.404421
98.600000	-8.404421
98.700000	-8.404421
98.800000	-8.404421
98.900000	-8.404421
99.000000	-8.404421
99.100000	-8.404421
99.200000	-8.404421
99.300000	-8.404421
99.400000	-8.404421
99.500000	-8.404421
99.600000	-8.404421
99.700000	-8.404421
99.800000	-8.404421
99.900000	-8.404421
100.000000	-8.404421
100.100000	-8.404421
100.200000	-8.404421
100.300000	-8.404421
100.400000	-8.404421
100.500000	-8.404421
100.600000	-8.404421
100.700000	-8.404421
100.800000	-2.119783
100.900000	-4.086465
101.000000	3.550502
101.100000	-4.950873
101.200000	1.964760
101.300000	1.240909
101.400000	3.339769
101.500000	-3.203796
101.600000	3.476091
101.700000	0.999161
101.800000	0.304373
101.900000	1.251062
102.000000	3.699652
102.100000	7.091571
102.200000	58.265265
102.300000	62.522259
102.400000	60.394041
102.500000	49.114815
102.600000	38.634607
102.700000	28.993483
102.800000	20.104431
102.900000	11.865898
103.000000	4.201648
103.100000	-3.006005
103.200000	-9.845310
103.300000	-16.399098
103.400000	-22.773471
103.500000	-29.083261
103.600000	-35.382746
103.700000	-41.790297
103.800000	-48.431431
103.900000	-55.368252
104.000000	-62.694516
104.100000	-64.328044
104.200000	-31.477115
104.300000	-1.631262
104.400000	7.250262
104.500000	5.125343
104.600000	2.012056
104.700000	-2.191654
104.800000	3.548105
104.900000	8.000856
105.000000	0.034401
105.100000	1.709649
105.200000	1.847289
105.300000	0.375347
105.400000	-2.793954
105.500000	3.362298
105.600000	-3.425001
105.700000	-1.067289
105.800000	-0.704387
105.900000	-2.389190
106.000000	4.893773
106.100000	-1.106668
106.200000	1.659544
106.300000	2.155644
106.400000	0.233391
106.500000	-4.032466
106.600000	0.255976
106.700000	2.083609
106.800000	1.321118
106.900000	-2.062128
107.000000	3.065014
107.100000	-5.594457
107.200000	-5.833129
107.300000	2.238997
107.400000	-3.427633
107.500000	-0.840692
107.600000	-1.021990
107.700000	-4.022135
107.800000	1.254238
107.900000	-7.442849
108.000000	-7.862871
108.100000	-0.011723
108.200000	-5.851313
108.300000	-3.873383
108.400000	-3.873383
108.500000	-3.873383
108.600000	-3.873383
108.700000	-3.873383
108.800000	-3.873383
108.900000	-3.873383
109.000000	-3.873383
109.100000	-3.873383
109.200000	-3.873383
109.300000	-3.873383
109.400000	-3.873383
109.500000	-3.873383
109.600000	-3.873383
109.700000	-3.873383
109.800000	-3.873383
109.900000	-3.873383
110.000000	-3.873383
110.100000	-3.873383
110.200000	-3.873383
110.300000	-3.873383
110.400000	-3.873383
110.500000	-3.873383
110.600000	-3.873383
110.700000	-3.873383
110.800000	-3.873383
110.900000	-3.873383
111.000000	-3.873383
111.100000	-3.873383
111.200000	-3.873383
111.300000	-3.873383
111.400000	-3.873383
111.500000	-3.873383
111.600000	-3.873383
111.700000	-3.873383
111.800000	-3.873383
111.900000	-3.873383
112.000000	-3.873383
112.100000	-3.873383
112.200000	-3.873383
112.300000	-3.873383
112.400000	-3.873383
112.500000	-3.873383
112.600000	-3.873383
112.700000	-3.873383
112.800000	-3.873383
112.900000	-3.873383
113.000000	-3.873383
113.100000	-3.873383
113.200000	-3.873383
113.300000	-3.873383
113.400000	-3.873383
113.500000	-3.873383
113.600000	-3.873383
113.700000	-3.873383
113.800000	-3.873383
113.900000	-3.873383
114.000000	-3.873383
114.100000	-3.873383
114.200000	-3.873383
114.300000	-3.873383
114.400000	-3.873383
114.500000	-3.873383
114.600000	-3.873383
114.700000	-3.873383
114.800000	-3.873383
114.900000	-3.873383
115.000000	-3.873383
115.100000	-3.873383
115.200000	-3.873383
115.300000	-3.873383
115.400000	-3.873383
115.500000	-3.873383
115.600000	-3.873383
115.700000	-3.873383
115.800000	-3.873383
115.900000	-3.873383
116.000000	-3.873383
116.100000	-3.873383
116.200000	-3.873383
116.300000	-3.873383
116.400000	-3.873383
116.500000	-3.873383
116.600000	-3.873383
116.700000	-3.873383
116.800000	-3.873383
116.900000	-3.873383
117.000000	-3.873383
117.100000	-3.873383
117.200000	-3.873383
117.300000	-3.873383
117.400000	-3.873383
117.500000	3.899423
117.600000	-5.255776
117.700000	4.660454
117.800000	-2.252894
117.900000	5.902349
118.000000	6.180079
118.100000	-1.948441
118.200000	3.324045
118.300000	-0.408226
118.400000	-2.271711
118.500000	-2.403899
118.600000	-0.941750
118.700000	1.973653
118.800000	6.251645
118.900000	0.740051
119.000000	7.458101
119.100000	4.185092
119.200000	1.870535
119.300000	0.451823
119.400000	-0.172405
119.500000	-0.085359
119.600000	0.629678
119.700000	1.866513
119.800000	3.528723
119.900000	5.520542
120.000000	7.756690
120.100000	-0.938649
120.200000	1.484240
120.300000	3.870345
120.400000	6.098814
120.500000	8.097237
120.600000	-1.339921
120.700000	-0.132074
120.800000	0.528542
120.900000	0.585762
121.000000	-0.103966
121.100000	-1.625279
121.200000	7.023108
121.300000	3.552837
121.400000	-1.000287
121.500000	4.316801
121.600000	-2.735473
121.700000	-0.105661
121.800000	1.048052
121.900000	0.666087
122.000000	-1.364816
122.100000	5.982776
122.200000	0.462747
122.300000	4.099331
122.400000	5.811473
122.500000	5.485550
122.600000	3.086671
122.700000	-1.426686
122.800000	2.883102
122.900000	4.885499
123.000000	4.594121
123.100000	1.925684
123.200000	-3.201131
123.300000	0.291968
123.400000	1.271976
123.500000	-0.373066
123.600000	-4.607050
123.700000	-0.374678
123.800000	1.158472
123.900000	-0.016516
124.000000	-3.947666
124.100000	0.524651
124.200000	2.226530
124.300000	1.056008
124.400000	-2.887586
124.500000	-9.604918
124.600000	-8.122414
124.700000	-9.465779
124.800000	-2.587809
124.900000	-9.673406
125.000000	-8.311771
125.100000	-8.311771
125.200000	-8.311771
125.300000	-8.311771
125.400000	-8.311771
125.500000	-8.311771
125.600000	-8.311771
125.700000	-8.311771
125.800000	-8.311771
125.900000	-8.311771
126.000000	-8.311771
126.100000	-8.311771
126.200000	-8.311771
126.300000	-8.311771
126.400000	-8.311771
126.500000	-8.311771
126.600000	-8.311771
126.700000	-8.311771
126.800000	-8.311771
126.900000	-8.311771
127.000000	-8.311771
127.100000	-8.311771
127.200000	-8.311771
127.300000	-8.311771
127.400000	-8.311771
127.500000	-8.311771
127.600000	-8.311771
127.700000	-8.311771
127.800000	-8.311771
127.900000	-8.311771
128.000000	-8.311771
128.100000	-8.311771
128.200000	-8.311771
128.300000	-8.311771
128.400000	-8.311771
128.500000	-8.311771
128.600000	-8.311771
128.700000	-8.311771
128.800000	-8.311771
128.900000	-8.311771
129.000000	-8.311771
129.100000	-8.311771
129.200000	-8.311771
129.300000	-8.311771
129.400000	-8.311771
129.500000	-8.311771
129.600000	-8.311771
129.700000	-8.311771
129.800000	-8.311771
129.900000	-8.311771
130.000000	-8.311771
130.100000	-8.311771
